class,layer,change_rate,type,rank
"king penguin, Aptenodytes patagonica",10,5.8379486357715296e-05,critical,2
"king penguin, Aptenodytes patagonica",9,4.260755996909893e-08,critical,3
"king penguin, Aptenodytes patagonica",5,-3.842654292540714e-09,least_critical,1
"king penguin, Aptenodytes patagonica",1,-2.06369423771946e-09,least_critical,2
"king penguin, Aptenodytes patagonica",2,2.977572544082818e-10,least_critical,3
"albatross, mollymawk",11,0.33191955930717093,critical,1
"albatross, mollymawk",10,0.0013942633439000965,critical,2
"albatross, mollymawk",3,0.00024255753320176,critical,3
"albatross, mollymawk",5,-0.0004037697595776959,least_critical,1
"albatross, mollymawk",6,-0.00014852507156320352,least_critical,2
"albatross, mollymawk",2,-0.00011855795339216598,least_critical,3
"dugong, Dugong dugon",11,0.7158844112946463,critical,1
"dugong, Dugong dugon",10,0.001887188695818583,critical,2
"dugong, Dugong dugon",8,2.1126439050929528e-05,critical,3
"dugong, Dugong dugon",1,-3.7306232934497533e-06,least_critical,1
"dugong, Dugong dugon",6,-3.033057510037908e-06,least_critical,2
"dugong, Dugong dugon",4,1.0150179105039562e-06,least_critical,3
Chihuahua,11,0.3405998044373701,critical,1
Chihuahua,10,0.001376169359355109,critical,2
Chihuahua,8,0.00012003260031629475,critical,3
Chihuahua,4,-1.4347833603096663e-05,least_critical,1
Chihuahua,2,-1.0726323707785924e-05,least_critical,2
Chihuahua,9,-7.409913960146168e-06,least_critical,3
Yorkshire terrier,11,0.4372738996117096,critical,1
Yorkshire terrier,10,0.00034435168833849033,critical,2
Yorkshire terrier,6,1.345169920114131e-05,critical,3
Yorkshire terrier,9,-1.5307901933283574e-05,least_critical,1
Yorkshire terrier,2,-1.3655769080287428e-05,least_critical,2
Yorkshire terrier,7,-5.555795992222556e-06,least_critical,3
golden retriever,11,0.2999859424307943,critical,1
golden retriever,10,0.02450166300404817,critical,2
golden retriever,9,0.0008634332846850202,critical,3
golden retriever,2,-8.774253430596724e-05,least_critical,1
golden retriever,4,-6.014937716825589e-06,least_critical,2
golden retriever,1,2.1437976683948688e-05,least_critical,3
Labrador retriever,11,0.3272438582725591,critical,1
Labrador retriever,10,0.003788450282663669,critical,2
Labrador retriever,8,6.047867494997273e-05,critical,3
Labrador retriever,1,-1.2306737608014376e-06,least_critical,1
Labrador retriever,4,-1.8957336692437818e-07,least_critical,2
Labrador retriever,2,-6.640972628702001e-08,least_critical,3
"German shepherd, German shepherd dog, German police dog, alsatian",11,0.5019253678026654,critical,1
"German shepherd, German shepherd dog, German police dog, alsatian",10,4.683921405188585e-06,critical,2
"German shepherd, German shepherd dog, German police dog, alsatian",6,3.296377149020202e-08,critical,3
"German shepherd, German shepherd dog, German police dog, alsatian",7,-1.5747015762457293e-08,least_critical,1
"German shepherd, German shepherd dog, German police dog, alsatian",9,-2.5503289524664287e-09,least_critical,2
"German shepherd, German shepherd dog, German police dog, alsatian",8,-1.4293910144402852e-09,least_critical,3
standard poodle,11,0.5146051813614964,critical,1
standard poodle,10,5.9769592852478416e-05,critical,2
standard poodle,8,3.109946439394662e-07,critical,3
standard poodle,1,-3.3340343250642945e-08,least_critical,1
standard poodle,2,-1.3542312355951938e-08,least_critical,2
standard poodle,5,-5.776886347064209e-10,least_critical,3
"tabby, tabby cat",11,0.237824211352272,critical,1
"tabby, tabby cat",10,0.019492671138141307,critical,2
"tabby, tabby cat",1,0.00025636691687396407,critical,3
"tabby, tabby cat",2,-0.00020975915162126804,least_critical,1
"tabby, tabby cat",3,-3.563868987839798e-05,least_critical,2
"tabby, tabby cat",4,4.6892089012545935e-05,least_critical,3
Persian cat,11,0.4236812911437846,critical,1
Persian cat,10,0.00027667057072672783,critical,2
Persian cat,7,3.667567386855808e-06,critical,3
Persian cat,8,-1.0372585620643809e-06,least_critical,1
Persian cat,9,-9.147871719505923e-07,least_critical,2
Persian cat,2,-5.967243782833976e-07,least_critical,3
Egyptian cat,11,0.3121390234853243,critical,1
Egyptian cat,10,7.053090045359357e-05,critical,2
Egyptian cat,6,1.3567995392804734e-06,critical,3
Egyptian cat,8,-1.5733310965515556e-06,least_critical,1
Egyptian cat,7,-5.637241861222722e-07,least_critical,2
Egyptian cat,2,-3.762571901688716e-07,least_critical,3
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",11,0.48662062195176536,critical,1
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",10,4.126130864903635e-05,critical,2
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",6,2.6809182622855585e-06,critical,3
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",8,-1.4636022331160346e-06,least_critical,1
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",7,-9.76279882252129e-07,least_critical,2
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",3,-4.611516112618118e-07,least_critical,3
"lion, king of beasts, Panthera leo",11,0.522629300777262,critical,1
"lion, king of beasts, Panthera leo",10,0.0006326523268534871,critical,2
"lion, king of beasts, Panthera leo",6,5.073764909866441e-06,critical,3
"lion, king of beasts, Panthera leo",2,-2.002741994147073e-06,least_critical,1
"lion, king of beasts, Panthera leo",8,-1.521886933915085e-06,least_critical,2
"lion, king of beasts, Panthera leo",9,-1.016650762721838e-06,least_critical,3
"brown bear, bruin, Ursus arctos",11,0.6660610465439095,critical,1
"brown bear, bruin, Ursus arctos",10,0.0019397691671110267,critical,2
"brown bear, bruin, Ursus arctos",9,1.9038664941034888e-05,critical,3
"brown bear, bruin, Ursus arctos",2,-1.5217651957755155e-06,least_critical,1
"brown bear, bruin, Ursus arctos",1,5.311308495947745e-07,least_critical,2
"brown bear, bruin, Ursus arctos",3,8.440565534328926e-07,least_critical,3
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",11,0.7763617342106591,critical,1
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",10,0.001829776012127673,critical,2
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",6,9.325018396335046e-05,critical,3
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",7,-4.395213371024042e-05,least_critical,1
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",8,-3.621401800044882e-05,least_critical,2
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",3,-3.271579034844764e-06,least_critical,3
fly,11,0.1693621958605945,critical,1
fly,10,0.11771858073771005,critical,2
fly,5,0.04114422984421254,critical,3
fly,6,-0.0564931135252118,least_critical,1
fly,2,-0.01422791853547098,least_critical,2
fly,7,-0.008829097785055647,least_critical,3
bee,11,0.41565541937947276,critical,1
bee,10,0.0331260609254241,critical,2
bee,9,0.008121935622766618,critical,3
bee,7,-0.0036225266382098123,least_critical,1
bee,3,-0.0005343214236199845,least_critical,2
bee,5,-0.00041809759568422946,least_critical,3
"grasshopper, hopper",11,0.07104889845126308,critical,1
"grasshopper, hopper",10,0.004301646547392006,critical,2
"grasshopper, hopper",9,0.001737691571470354,critical,3
"grasshopper, hopper",5,-0.0011965675256215098,least_critical,1
"grasshopper, hopper",7,-0.0009453953406773543,least_critical,2
"grasshopper, hopper",2,-0.0006101788545492958,least_critical,3
"walking stick, walkingstick, stick insect",11,0.4013993708235068,critical,1
"walking stick, walkingstick, stick insect",10,1.67834790707375e-05,critical,2
"walking stick, walkingstick, stick insect",6,1.5788398641092272e-06,critical,3
"walking stick, walkingstick, stick insect",7,-7.873451289697187e-07,least_critical,1
"walking stick, walkingstick, stick insect",8,-3.436427846281738e-08,least_critical,2
"walking stick, walkingstick, stick insect",2,-1.0409603845573683e-09,least_critical,3
"cockroach, roach",11,0.10075302925310098,critical,1
"cockroach, roach",10,0.0010935962331132102,critical,2
"cockroach, roach",4,0.000273796322871926,critical,3
"cockroach, roach",5,-0.000244968922634146,least_critical,1
"cockroach, roach",2,-0.000237323462497446,least_critical,2
"cockroach, roach",7,-0.00019663780389238,least_critical,3
"mantis, mantid",11,0.3161933848931585,critical,1
"mantis, mantid",10,0.00019670811501780138,critical,2
"mantis, mantid",6,4.377232100522999e-05,critical,3
"mantis, mantid",5,-2.899030558182858e-05,least_critical,1
"mantis, mantid",7,-1.7959859851541817e-05,least_critical,2
"mantis, mantid",8,-1.597375474375117e-05,least_critical,3
"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",11,0.22922871975422823,critical,1
"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",10,8.155493098058742e-06,critical,2
"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",6,4.0120213014915865e-06,critical,3
"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",7,-3.0522107414299176e-06,least_critical,1
"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",8,-1.5059338377909624e-06,least_critical,2
"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",5,-1.1290094965943353e-06,least_critical,3
"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",11,0.8857093840848153,critical,1
"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",10,7.263286071701458e-07,critical,2
"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",9,5.345778608667472e-09,critical,3
"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",7,-2.2118481901589605e-09,least_critical,1
"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",8,-1.1160376944818751e-09,least_critical,2
"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",1,-2.6980344292049093e-10,least_critical,3
"sulphur butterfly, sulfur butterfly",11,0.8040155766452256,critical,1
"sulphur butterfly, sulfur butterfly",10,3.400753936119724e-05,critical,2
"sulphur butterfly, sulfur butterfly",6,1.4321601870648236e-06,critical,3
"sulphur butterfly, sulfur butterfly",7,-6.983449114272843e-07,least_critical,1
"sulphur butterfly, sulfur butterfly",2,-3.96724779250235e-09,least_critical,2
"sulphur butterfly, sulfur butterfly",1,-1.6180887563166384e-09,least_critical,3
"sea cucumber, holothurian",11,0.4269350224930895,critical,1
"sea cucumber, holothurian",10,0.0004616927447932319,critical,2
"sea cucumber, holothurian",9,2.436971410133564e-05,critical,3
"sea cucumber, holothurian",8,-8.180112090485636e-06,least_critical,1
"sea cucumber, holothurian",2,-6.1292793998291015e-06,least_critical,2
"sea cucumber, holothurian",3,-2.2225234806683153e-06,least_critical,3
"guinea pig, Cavia cobaya",11,0.5076309668530441,critical,1
"guinea pig, Cavia cobaya",10,3.2687759280780603e-07,critical,2
"guinea pig, Cavia cobaya",7,6.638948478743245e-09,critical,3
"guinea pig, Cavia cobaya",8,-2.9918414545804236e-09,least_critical,1
"guinea pig, Cavia cobaya",9,-9.537081357979816e-10,least_critical,2
"guinea pig, Cavia cobaya",2,-9.090471722594807e-11,least_critical,3
"hog, pig, grunter, squealer, Sus scrofa",11,0.2115858576493338,critical,1
"hog, pig, grunter, squealer, Sus scrofa",10,0.07715627030469478,critical,2
"hog, pig, grunter, squealer, Sus scrofa",1,0.01915956747718156,critical,3
"hog, pig, grunter, squealer, Sus scrofa",7,-0.019483061973005547,least_critical,1
"hog, pig, grunter, squealer, Sus scrofa",9,-0.015912370784208176,least_critical,2
"hog, pig, grunter, squealer, Sus scrofa",2,-0.01061804225668313,least_critical,3
ox,10,0.022547017363831395,critical,1
ox,2,0.016735892295837405,critical,2
ox,11,0.011767300338542556,critical,3
ox,4,-0.01581435635685921,least_critical,1
ox,7,-0.009005223326385026,least_critical,2
ox,5,-0.007067041620612141,least_critical,3
bison,11,0.43664679718785926,critical,1
bison,10,0.04986821606755257,critical,2
bison,5,0.0024031392764300094,critical,3
bison,2,-0.0026775114983320194,least_critical,1
bison,1,-0.0019733361341059148,least_critical,2
bison,4,-0.001389106931164858,least_critical,3
"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",11,0.5376327755307287,critical,1
"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",10,1.6463129377441987e-06,critical,2
"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",6,6.468537065984493e-08,critical,3
"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",7,-5.4322817071295055e-08,least_critical,1
"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",8,-4.718407257797708e-08,least_critical,2
"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",2,-3.0136478423870014e-09,least_critical,3
gazelle,11,0.410780826935079,critical,1
gazelle,10,0.06411020792555064,critical,2
gazelle,3,0.0019378585368394802,critical,3
gazelle,1,-0.0036435747332870987,least_critical,1
gazelle,5,-0.0014684132998809161,least_critical,2
gazelle,7,-0.0012686999049037724,least_critical,3
"Arabian camel, dromedary, Camelus dromedarius",11,0.5438108515204572,critical,1
"Arabian camel, dromedary, Camelus dromedarius",10,1.0448822062175761e-05,critical,2
"Arabian camel, dromedary, Camelus dromedarius",6,1.5427153945424264e-08,critical,3
"Arabian camel, dromedary, Camelus dromedarius",2,-1.565640127543233e-09,least_critical,1
"Arabian camel, dromedary, Camelus dromedarius",9,-1.3549257182887705e-09,least_critical,2
"Arabian camel, dromedary, Camelus dromedarius",1,8.408090601541574e-10,least_critical,3
"orangutan, orang, orangutang, Pongo pygmaeus",11,0.46451388118090114,critical,1
"orangutan, orang, orangutang, Pongo pygmaeus",10,0.004513069937056535,critical,2
"orangutan, orang, orangutang, Pongo pygmaeus",4,1.4935861727281008e-05,critical,3
"orangutan, orang, orangutang, Pongo pygmaeus",2,-2.1564765556831848e-05,least_critical,1
"orangutan, orang, orangutang, Pongo pygmaeus",5,-5.451715333038008e-06,least_critical,2
"orangutan, orang, orangutang, Pongo pygmaeus",9,-1.4598910638597838e-06,least_critical,3
"chimpanzee, chimp, Pan troglodytes",11,0.583227528898642,critical,1
"chimpanzee, chimp, Pan troglodytes",10,0.002233815894669499,critical,2
"chimpanzee, chimp, Pan troglodytes",9,3.6956981884935334e-05,critical,3
"chimpanzee, chimp, Pan troglodytes",7,-9.554721509630311e-07,least_critical,1
"chimpanzee, chimp, Pan troglodytes",1,-1.7641687350078427e-07,least_critical,2
"chimpanzee, chimp, Pan troglodytes",2,-3.495006467346684e-08,least_critical,3
baboon,11,0.46634470950652035,critical,1
baboon,10,0.0014894845956223044,critical,2
baboon,9,2.696616669708177e-05,critical,3
baboon,7,-7.377109013759761e-06,least_critical,1
baboon,5,-3.2926527455856545e-06,least_critical,2
baboon,2,5.447554985948954e-07,least_critical,3
"African elephant, Loxodonta africana",11,0.6655295061035879,critical,1
"African elephant, Loxodonta africana",10,6.203091081515774e-05,critical,2
"African elephant, Loxodonta africana",9,7.496818589913802e-08,critical,3
"African elephant, Loxodonta africana",8,-1.498555697310167e-08,least_critical,1
"African elephant, Loxodonta africana",7,-1.164750717208562e-08,least_critical,2
"African elephant, Loxodonta africana",1,-3.5753251470538333e-10,least_critical,3
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",11,0.6184233730493542,critical,1
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",10,5.571293238340047e-06,critical,2
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",6,9.488326789153233e-08,critical,3
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",9,-1.128120375071262e-07,least_critical,1
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",8,-1.9022983650529577e-08,least_critical,2
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",2,-3.736644869078987e-09,least_critical,3
abacus,11,0.16018174137687313,critical,1
abacus,10,0.08519285880029201,critical,2
abacus,4,0.01450898692011831,critical,3
abacus,2,-0.010368665382266044,least_critical,1
abacus,5,-0.004834330938756452,least_critical,2
abacus,9,-0.0035538423433899777,least_critical,3
"academic gown, academic robe, judge's robe",11,0.7340863181592613,critical,1
"academic gown, academic robe, judge's robe",10,0.007014568759705028,critical,2
"academic gown, academic robe, judge's robe",9,1.438531767234963e-05,critical,3
"academic gown, academic robe, judge's robe",8,-4.034482662973461e-06,least_critical,1
"academic gown, academic robe, judge's robe",2,-1.781404421308253e-07,least_critical,2
"academic gown, academic robe, judge's robe",3,4.6063863010203934e-07,least_critical,3
altar,10,0.20578488446772103,critical,1
altar,11,0.11888007223606109,critical,2
altar,8,0.025011279275640855,critical,3
altar,6,-0.003221067960839728,least_critical,1
altar,1,2.1117583382873444e-05,least_critical,2
altar,2,0.0003228427632711883,least_critical,3
apron,10,0.03358822138980032,critical,1
apron,9,0.014881670558825135,critical,2
apron,8,0.011030837898142635,critical,3
apron,1,-0.009614534527063371,least_critical,1
apron,2,-0.0012490741349756597,least_critical,2
apron,4,-0.0008157967450097238,least_critical,3
"backpack, back pack, knapsack, packsack, rucksack, haversack",11,0.49363453389320067,critical,1
"backpack, back pack, knapsack, packsack, rucksack, haversack",10,0.008912231035355947,critical,2
"backpack, back pack, knapsack, packsack, rucksack, haversack",6,0.001044839218375266,critical,3
"backpack, back pack, knapsack, packsack, rucksack, haversack",8,-0.0003815714817028464,least_critical,1
"backpack, back pack, knapsack, packsack, rucksack, haversack",7,-0.0003373210737481777,least_critical,2
"backpack, back pack, knapsack, packsack, rucksack, haversack",9,-0.000267810555233158,least_critical,3
"bannister, banister, balustrade, balusters, handrail",11,0.3896737648389649,critical,1
"bannister, banister, balustrade, balusters, handrail",10,5.610049665164577e-05,critical,2
"bannister, banister, balustrade, balusters, handrail",6,2.4929170717769012e-06,critical,3
"bannister, banister, balustrade, balusters, handrail",8,-4.20643402208043e-06,least_critical,1
"bannister, banister, balustrade, balusters, handrail",2,-6.619331952606445e-07,least_critical,2
"bannister, banister, balustrade, balusters, handrail",7,3.3041165352187825e-07,least_critical,3
barbershop,11,0.409816732313484,critical,1
barbershop,10,0.021538732857443392,critical,2
barbershop,9,0.004926042323932059,critical,3
barbershop,2,-0.0016690382501110446,least_critical,1
barbershop,1,-0.0004398528579622491,least_critical,2
barbershop,4,-0.00015506846830248746,least_critical,3
barn,11,0.4314002340030857,critical,1
barn,10,0.012359822182916105,critical,2
barn,9,0.0008506385528016777,critical,3
barn,1,-0.00010523181786993997,least_critical,1
barn,4,-8.343553578015606e-05,least_critical,2
barn,5,-4.3792257056337984e-05,least_critical,3
"barrel, cask",11,0.4381171967007686,critical,1
"barrel, cask",10,0.0021263479621848142,critical,2
"barrel, cask",8,0.00018140754109481017,critical,3
"barrel, cask",9,-4.989740671590404e-05,least_critical,1
"barrel, cask",3,-1.9206210126838962e-05,least_critical,2
"barrel, cask",6,-6.2970642465983275e-06,least_critical,3
basketball,11,0.6123557343997528,critical,1
basketball,10,0.13734625445853457,critical,2
basketball,9,0.0014815088527393577,critical,3
basketball,1,-0.0003846394285210319,least_critical,1
basketball,4,-0.000159662026562724,least_critical,2
basketball,7,-0.00012414430282661,least_critical,3
"bathtub, bathing tub, bath, tub",11,0.5081967188278214,critical,1
"bathtub, bathing tub, bath, tub",10,0.13732698965992315,critical,2
"bathtub, bathing tub, bath, tub",6,0.001015562285028874,critical,3
